ORF,Name,Allele,Strain ID,Cluster_normal-4
YAL041W,CDC24,cdc24-1,tsa408-37C,0.4028985507246377
YAL041W,CDC24,cdc24-11,tsa148-37C,0.3565217391304348
YAL041W,CDC24,cdc24-h,tsa42-37C,0.3486005089058524
YBR160W,CDC28,cdc28-1,tsa174-37C,0.3333333333333333
YBR160W,CDC28,cdc28-13,tsa175-37C,0.327710843373494
YAL041W,CDC24,cdc24-4,tsa149-37C,0.3235294117647059
YJR065C,ARP3,arp3-g302y,tsa296-37C,0.3076923076923077
YAL041W,CDC24,cdc24-2,tsa410-37C,0.28762541806020064
YLR459W,GAB1,gab1-2,tsa201-37C,0.25806451612903225
YLR459W,GAB1,gab1-1,tsa200-37C,0.2534246575342466
YLL050C,COF1,cof1-8,tsa248-37C,0.25
YBR135W,CKS1,cks1-38,tsa332-37C,0.2416452442159383
YBR160W,CDC28,cdc28-4,tsa150-37C,0.24157303370786518
YFL039C,ACT1,act1-136,tsa142-37C,0.2349624060150376
YDR016C,DAD1,dad1-5005,tsa1077-37C,0.21693121693121692
YFL039C,ACT1,act1-129,tsa223-37C,0.21604938271604937
YIR022W,SEC11,sec11-2,tsa318-37C,0.20718232044198895
YNL267W,PIK1,pik1-104,tsa115-37C,0.20465116279069767
YJL019W,MPS3,mps3-1,tsa437-37C,0.20408163265306123
YGR113W,DAM1,dam1-11,tsa240-37C,0.1990632318501171
YFR052W,RPN12,rpn12-1,tsa405-37C,0.19811320754716982
YCR093W,CDC39,cdc39-1,tsa93-37C,0.19721115537848605
YAL041W,CDC24,cdc24-3,tsa412-37C,0.19576719576719576
YAR007C,RFA1,rfa1-m2,tsa273-37C,0.19047619047619047
YJR017C,ESS1,ess1-h164r,tsa698-37C,0.18518518518518517
YFL039C,ACT1,act1-4,tsa138-37C,0.18309859154929578
YKL210W,UBA1,uba1-1,tsa191-37C,0.17903930131004367
YFL039C,ACT1,act1-101,tsa136-37C,0.17701863354037267
YDL043C,PRP11,prp11-ts,tsa369-37C,0.17682926829268292
YKL112W,ABF1,abf1-102,tsa319-37C,0.1751412429378531
YGL233W,SEC15,sec15-1,tsa40-37C,0.17412935323383086
YFL039C,ACT1,act1-155,tsa220-37C,0.17314487632508835
YGL048C,RPT6,rpt6-25,tsa186-37C,0.17277486910994763
YFL039C,ACT1,act1-125,tsa140-37C,0.17218543046357615
YLR310C,CDC25,cdc25-2-supp1,tsa29-37C,0.17142857142857143
YOR259C,RPT4,rpt4-150,tsa260-37C,0.1712538226299694
YER147C,SCC4,scc4-4,tsa69-37C,0.16875
YFL039C,ACT1,act1-122,tsa219-37C,0.16875
YLR459W,GAB1,gab1-3,tsa202-37C,0.16521739130434782
YBR109C,CMD1,cmd1-8,tsa157-37C,0.16442048517520216
YBR202W,MCM7,cdc47-ts,tsa125-37C,0.16428571428571428
YHR191C,CTF8,ctf8-162,tsa322-37C,0.1619047619047619
YLR378C,SEC61,sec61-2,tsa213-37C,0.16184971098265896
YLL031C,GPI13,gpi13-5,tsa197-37C,0.16176470588235295
YKL024C,URA6,ura6-4,tsa1031-37C,0.16
YKL145W,RPT1,rpt1-1,tsa190-37C,0.1598173515981735
YIR006C,PAN1,pan1-4,tsa353-37C,0.1598173515981735
YOR181W,LAS17,las17-14,tsa230-37C,0.1574074074074074
YJL034W,KAR2,kar2-159,tsa210-37C,0.15706806282722513
YBR237W,PRP5,prp5-1,tsa117-37C,0.15602836879432624
YOR254C,SEC63,sec63-1,tsa231-37C,0.15517241379310345
YGR113W,DAM1,dam1-19,tsa244-37C,0.15501519756838905
YKR002W,PAP1,pap1-1,tsa194-37C,0.15492957746478872
YML069W,POB3,pob3-7,tsa629-37C,0.15467625899280577
YMR235C,RNA1,rna1-1,tsa118-37C,0.15311909262759923
YGR113W,DAM1,dam1-1,tsa245-37C,0.15283842794759825
YER125W,RSP5,rsp5-1,tsa182-37C,0.1523809523809524
YIL109C,SEC24,sec24-2,tsa189-37C,0.1511627906976744
YPL228W,CET1,cet1-1,tsa270-37C,0.1482889733840304
YBR236C,ABD1,abd1-5,tsa75-37C,0.14814814814814814
YIL144W,NDC80,tid3-1,tsa246-37C,0.14682539682539683
YDL090C,RAM1,ram1-119,tsa327-37C,0.14563106796116504
YLR086W,SMC4,smc4-1,tsa264-37C,0.1443850267379679
YFR028C,CDC14,cdc14-3,tsa146-37C,0.14338235294117646
YLL031C,GPI13,gpi13-3-supp1,tsa196-37C,0.14285714285714285
YLR166C,SEC10,sec10-2,tsa63-37C,0.14218009478672985
YML130C,ERO1,ero1-1,tsa203-37C,0.1414267834793492
YMR028W,TAP42,tap42-11,tsa697-37C,0.1402439024390244
YLL036C,PRP19,prp19-1,tsa247-37C,0.14009661835748793
YJR068W,RFC2,rfc2-1,tsa342-37C,0.13983050847457626
YJR065C,ARP3,arp3-d11a,tsa341-37C,0.13970588235294118
YDL165W,CDC36,cdc36-16,tsa314-37C,0.1396508728179551
YHR164C,DNA2,dna2-2,tsa352-37C,0.1390728476821192
YMR235C,RNA1,rna1-s116f,tsa172-37C,0.13766233766233765
YPL085W,SEC16,sec16-2,tsa119-37C,0.13733075435203096
YDR145W,TAF12,taf12-l464a,tsa517-37C,0.1368421052631579
YPL266W,DIM1,dim1-2,tsa96-37C,0.13615023474178403
YHR166C,CDC23,cdc23-4,tsa87-37C,0.1349206349206349
YGL061C,DUO1,duo1-2,tsa239-37C,0.1346153846153846
YHR191C,CTF8,ctf8-9,tsa323-37C,0.13368983957219252
YER013W,PRP22,prp22-1,tsa237-37C,0.13333333333333333
YMR079W,SEC14,sec14-3,tsa53-37C,0.13318284424379231
YDR228C,PCF11,pcf11-1,tsa808-37C,0.1320754716981132
YFL039C,ACT1,act1-112,tsa218-37C,0.13194444444444445
YNR035C,ARC35,arc35-5,tsa470-37C,0.1316793893129771
YER157W,COG3,cog3-2,tsa47-37C,0.13
