ORF,Name,Allele,Strain ID,Cluster_normal-1
YDR373W,FRQ1,frq1-1,tsa399-37C,0.3132530120481928
YEL002C,WBP1,wbp1-1,tsa590-37C,0.31007751937984496
YDR168W,CDC37,cdc37-1,tsa317-37C,0.3092105263157895
YOR232W,MGE1,mge1-100,tsa505-37C,0.3054187192118227
YMR079W,SEC14,sec14-3,tsa53-37C,0.2979683972911964
YFL034C-B,MOB2,mob2-11,tsa609-37C,0.2916666666666667
YLL031C,GPI13,gpi13-3-supp1,tsa196-37C,0.29064039408866993
YPR025C,CCL1,ccl1-ts4,tsa77-37C,0.29
YMR013C,SEC59,sec59-ts,tsa422-37C,0.2891246684350133
YKL024C,URA6,ura6-5,tsa1032-37C,0.2841726618705036
YJL085W,EXO70,exo70-38,tsa848-37C,0.27848101265822783
YKL024C,URA6,ura6-6,tsa1034-37C,0.27459016393442626
YPR168W,NUT2,nut2-ts,tsa818-37C,0.2727272727272727
YOR122C,PFY1,pfy1-13,tsa233-37C,0.2711864406779661
YLR166C,SEC10,sec10-2,tsa63-37C,0.27014218009478674
YOR075W,UFE1,ufe1-1,tsa212-37C,0.26957831325301207
YGL022W,STT3,stt3-7,tsa544-37C,0.2694610778443114
YML105C,SEC65,sec65-1,tsa710-37C,0.26838235294117646
YMR112C,MED11,med11-ts,tsa799-37C,0.2638888888888889
YOR326W,MYO2,myo2-14,tsa269-37C,0.26382978723404255
YMR028W,TAP42,tap42-11,tsa697-37C,0.2621951219512195
YJL034W,KAR2,kar2-159,tsa210-37C,0.2617801047120419
YGL233W,SEC15,sec15-1,tsa40-37C,0.25870646766169153
YFL034C-B,MOB2,mob2-36,tsa814-37C,0.2558139534883721
YPL082C,MOT1,mot1-1033,tsa363-37C,0.2548476454293629
YIR022W,SEC11,sec11-2,tsa318-37C,0.2541436464088398
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.25384615384615383
YIL068C,SEC6,sec6-4,tsa38-37C,0.2532347504621072
YBR234C,ARC40,arc40-5001,tsa1070-37C,0.25301204819277107
YDL029W,ARP2,arp2-14,tsa886-37C,0.25274725274725274
YBR029C,CDS1,cds1-5001,tsa1063-37C,0.2517985611510791
YEL002C,WBP1,wbp1-2,tsa581-37C,0.2510460251046025
YDR437W,GPI19,gpi19-2xh,tsa1012-37C,0.25
YDR311W,TFB1,tfb1-1,tsa701-37C,0.25
YPR183W,DPM1,dpm1-6,tsa330-37C,0.24961479198767333
YGR009C,SEC9,sec9-4,tsa57-37C,0.24892703862660945
YFL034C-B,MOB2,mob2-40,tsa612-37C,0.2483221476510067
YDR212W,TCP1,tcp1-2,tsa448-37C,0.24666666666666667
YDL126C,CDC48,cdc48-4601,tsa851-37C,0.24444444444444444
YPR055W,SEC8,sec8-6,tsa364-37C,0.24386252045826515
YLR459W,GAB1,gab1-3,tsa202-37C,0.24347826086956523
YPL010W,RET3,ret3-1,tsa689-37C,0.24267782426778242
YIL143C,SSL2,ssl2-ts,tsa648-37C,0.24232081911262798
YDR356W,SPC110,spc110-221,tsa276-37C,0.24157303370786518
YIL109C,SEC24,sec24-2,tsa189-37C,0.24127906976744187
YBR080C,SEC18,sec18-1,tsa54-37C,0.24105461393596986
YFL039C,ACT1,act1-155,tsa220-37C,0.24028268551236748
YER157W,COG3,cog3-2,tsa47-37C,0.24
YOR336W,KRE5,kre5-ts2,tsa139-37C,0.23809523809523808
YOR254C,SEC63,sec63-1,tsa231-37C,0.23793103448275862
YBR102C,EXO84,exo84-102,tsa24-37C,0.23728813559322035
YLR378C,SEC61,sec61-2,tsa213-37C,0.23699421965317918
YPR055W,SEC8,sec8-9,tsa122-37C,0.23544973544973544
YFL038C,YPT1,ypt1-3,tsa591-37C,0.2343987823439878
YBL097W,BRN1,brn1-9,tsa510-37C,0.23391812865497075
YDR292C,SRP101,srp101-47,tsa733-37C,0.23383084577114427
YFL039C,ACT1,act1-101,tsa136-37C,0.2329192546583851
YLR268W,SEC22,sec22-1,tsa313-37C,0.23227383863080683
YML130C,ERO1,ero1-1,tsa203-37C,0.23153942428035043
YIL115C,NUP159,nup159-1,tsa553-37C,0.23036649214659685
YDL132W,CDC53,cdc53-1,tsa975-37C,0.22935779816513763
YDR166C,SEC5,sec5-24,tsa51-37C,0.22857142857142856
YGL098W,USE1,use1-ts,tsa592-37C,0.22822822822822822
YFL005W,SEC4,sec4-8,tsa307-37C,0.22606689734717417
YGR218W,CRM1,crm1-1,tsa460-37C,0.2260536398467433
YGR048W,UFD1,ufd1-2,tsa677-37C,0.22580645161290322
YPR133C,SPN1,spn1-k192n,tsa1011-37C,0.22549019607843138
