ORF,Name,Allele,Strain ID,Cluster_normal-0
YOR127W,RGA1,,dma4539,0.44680851063829785
YMR179W,SPT21,,dma3770,0.43478260869565216
YAL013W,DEP1,,dma16,0.41379310344827586
YAL023C,PMT2,,dma31,0.4
YER119C-A,,,dma1409,0.4
YBR019C,GAL10,,dma202,0.3958333333333333
YBR161W,CSH1,,dma321,0.375
YDL215C,GDH2,,dma794,0.37037037037037035
YER111C,SWI4,,dma1394,0.3695652173913043
YMR038C,CCS1,,dma3654,0.358974358974359
YPR164W,MMS1,,dma5141,0.35714285714285715
YBR195C,MSI1,,dma340,0.35135135135135137
YBL043W,ECM13,,dma128,0.35135135135135137
YLR191W,PEX13,,dma3258,0.3492063492063492
YDL117W,CYK3,,dma705,0.34615384615384615
YBR216C,YBP1,,dma369,0.34375
YIL084C,SDS3,,dma2337,0.3333333333333333
YOL138C,RTC1,rtc1-supp1,dma4411,0.3333333333333333
YBR158W,AMN1,,dma323,0.3333333333333333
YBR207W,FTH1,,dma354,0.3333333333333333
YLR425W,TUS1,,dma3472,0.32558139534883723
YML102W,CAC2,,dma3590,0.32432432432432434
YBR009C,HHF1,,dma188,0.3157894736842105
YHR158C,KEL1,,dma2186,0.3146067415730337
YBL081W,,,dma168,0.3142857142857143
YMR178W,,,dma3771,0.3125
YJL148W,RPA34,,dma2540,0.3076923076923077
YHR049W,FSH1,,dma2118,0.3076923076923077
YLR015W,BRE2,,dma3116,0.3023255813953488
YBL016W,FUS3,,dma120,0.3
YPL161C,BEM4,,dma4906,0.2962962962962963
YOL117W,RRI2,,dma4401,0.296229802513465
YHL025W,SNF6,,dma2060,0.29411764705882354
YDL081C,RPP1A,rpp1a-supp1,dma681,0.29310344827586204
YBR022W,POA1,,dma200,0.2916666666666667
YBL088C,TEL1,,dma162,0.2857142857142857
YBR134W,,,dma292,0.2833333333333333
YDL232W,OST4,ost4-supp2,dma805,0.28
YBR065C,ECM2,,dma234,0.27941176470588236
YBR107C,IML3,,dma273,0.2777777777777778
YBR063C,,,dma236,0.2777777777777778
YDR378C,LSM6,,dma1114,0.2702702702702703
YCR009C,RVS161,,dma532,0.26666666666666666
YBR007C,DSF2,,dma190,0.265625
YLR190W,MMR1,,dma3259,0.2608695652173913
YGL195W,GCN1,,dma1722,0.2608695652173913
YBL104C,SEA4,,dma173,0.25925925925925924
YBR064W,,,dma235,0.25862068965517243
YJL175W,,,dma2564,0.25862068965517243
YER164W,CHD1,,dma1461,0.25806451612903225
YBL085W,BOI1,,dma165,0.25333333333333335
