ORF,Name,Allele,Strain ID,Plate,Row,Column
YOR232W,MGE1,mge1-100,TSA505,3,13,18
YKL173W,SNU114,snu114-60,TSA621,3,13,19
YFR028C,CDC14,cdc14-3,TSA146,3,13,20
YHR088W,RPF1,rpf1-5001,TSA1095,3,13,21
YDR164C,SEC1,sec1-1,TSA36,3,13,22
YDL217C,TIM22,tim22-19,TSA714,3,13,23
YMR271C,URA10,,DMA3865,3,13,24
YMR271C,URA10,,DMA3865,3,14,1
YNL267W,PIK1,pik1-139,TSA116,3,14,2
YBR060C,ORC2,orc2-3,TSA331,3,14,3
YOR122C,PFY1,pfy1-14,TSA429,3,14,4
YAL038W,CDC19,cdc19-1,TSA34,3,14,5
YGL098W,USE1,use1-ts,TSA592,3,14,6
YFL017C,GNA1,gna1-ts,TSA1048,3,14,7
YGL073W,HSF1,hsf1-848,TSA423,3,14,8
YBL034C,STU1,stu1-7,TSA950,3,14,9
YDR228C,PCF11,pcf11-ts9,TSA680,3,14,10
YLR305C,STT4,stt4-4,TSA123,3,14,11
YNL091W,NST1,,DMA4002,3,14,12
YKR068C,BET3,bet3-5001,TSA1090,3,14,13
YBR058C-A,TSC3,tsc3-2,TSA571,3,14,14
YPR191W,QCR2,,DMA5152,3,14,15
YDR188W,CCT6,cct6-18,TSA1016,3,14,16
YER094C,PUP3,pup3-5001,TSA1138,3,14,17
YGL112C,TAF6,taf6-ts,TSA608,3,14,18
YIL126W,STH1,sth1-2,TSA507,3,14,19
YDR510W,SMT3,smt3-331,TSA928,3,14,20
YFL038C,YPT1,ypt1-3,TSA591,3,14,21
YOR122C,PFY1,pfy1-4,TSA232,3,14,22
YEL002C,WBP1,wbp1-2,TSA581,3,14,23
YMR271C,URA10,,DMA3865,3,14,24
YMR271C,URA10,,DMA3865,3,15,1
YOR249C,APC5,apc5-ca,TSA746,3,15,2
YBR154C,RPB5,rpb5-5001,TSA1110,3,15,3
YDR404C,RPB7,rpb7-5001,TSA1268,3,15,4
YPL124W,SPC29,spc29-20,TSA706,3,15,5
YDR004W,RAD57,,DMA838,3,15,6
YOL102C,TPT1,tpt1-5001,TSA1264,3,15,7
YML081C-A,ATP18,,DMA3578,3,15,8
YML023C,NSE5,nse5-ts2,TSA1005,3,15,9
YDL084W,SUB2,sub2-1,TSA976,3,15,10
YKR081C,RPF2,rpf2-5001,TSA1098,3,15,11
YLR029C,RPL15A,rpl15a-5007,TSA1253,3,15,12
YIL026C,IRR1,irr1-1,TSA67,3,15,13
YML130C,ERO1,ero1-1,TSA203,3,15,14
YOL123W,HRP1,hrp1-7,TSA943,3,15,15
YBL034C,STU1,stu1-5,TSA274,3,15,16
YBR143C,SUP45,sup45-ts,TSA933,3,15,17
YGR278W,CWC22,cwc22-5001,TSA1092,3,15,18
YBR118W,TEF2,,DMA5254,3,15,19
YDR228C,PCF11,pcf11-1,TSA808,3,15,20
YKR062W,TFA2,tfa2-45,TSA692,3,15,21
YFL034C-B,MOB2,mob2-40,TSA612,3,15,22
YER093C,TSC11,tsc11-1,TSA658,3,15,23
YMR271C,URA10,,DMA3865,3,15,24
YMR271C,URA10,,DMA3865,3,16,1
YMR271C,URA10,,DMA3865,3,16,2
YMR271C,URA10,,DMA3865,3,16,3
YMR271C,URA10,,DMA3865,3,16,4
YMR271C,URA10,,DMA3865,3,16,5
YMR271C,URA10,,DMA3865,3,16,6
YMR271C,URA10,,DMA3865,3,16,7
YMR271C,URA10,,DMA3865,3,16,8
YMR271C,URA10,,DMA3865,3,16,9
YMR271C,URA10,,DMA3865,3,16,10
YMR271C,URA10,,DMA3865,3,16,11
YMR271C,URA10,,DMA3865,3,16,12
YMR271C,URA10,,DMA3865,3,16,13
YMR271C,URA10,,DMA3865,3,16,14
YMR271C,URA10,,DMA3865,3,16,15
YMR271C,URA10,,DMA3865,3,16,16
YMR271C,URA10,,DMA3865,3,16,17
YMR271C,URA10,,DMA3865,3,16,18
YMR271C,URA10,,DMA3865,3,16,19
YMR271C,URA10,,DMA3865,3,16,20
YMR271C,URA10,,DMA3865,3,16,21
YMR271C,URA10,,DMA3865,3,16,22
YMR271C,URA10,,DMA3865,3,16,23
YMR271C,URA10,,DMA3865,3,16,24
YMR271C,URA10,,DMA3865,4,1,1
YMR271C,URA10,,DMA3865,4,1,2
YMR271C,URA10,,DMA3865,4,1,3
YMR271C,URA10,,DMA3865,4,1,4
YMR271C,URA10,,DMA3865,4,1,5
YMR271C,URA10,,DMA3865,4,1,6
YMR271C,URA10,,DMA3865,4,1,7
YMR271C,URA10,,DMA3865,4,1,8
YMR271C,URA10,,DMA3865,4,1,9
YMR271C,URA10,,DMA3865,4,1,10
YMR271C,URA10,,DMA3865,4,1,11
YMR271C,URA10,,DMA3865,4,1,12
YMR271C,URA10,,DMA3865,4,1,13
YMR271C,URA10,,DMA3865,4,1,14
YMR271C,URA10,,DMA3865,4,1,15
YMR271C,URA10,,DMA3865,4,1,16
YMR271C,URA10,,DMA3865,4,1,17
YMR271C,URA10,,DMA3865,4,1,18
YMR271C,URA10,,DMA3865,4,1,19
YMR271C,URA10,,DMA3865,4,1,20
YMR271C,URA10,,DMA3865,4,1,21
YMR271C,URA10,,DMA3865,4,1,22
YMR271C,URA10,,DMA3865,4,1,23
YMR271C,URA10,,DMA3865,4,1,24
YMR271C,URA10,,DMA3865,4,2,1
YFL034C-B,MOB2,mob2-38,TSA788,4,2,2
YPR019W,MCM4,mcm4-5001,TSA1203,4,2,3
YIR022W,SEC11,sec11-2,TSA318,4,2,4
YLR032W,RAD5,,DMA3127,4,2,5
YJL136C,RPS21B,,DMA2527,4,2,6
YIL109C,SEC24,sec24-20,TSA456,4,2,7
YDR182W,CDC1,cdc1-2,TSA413,4,2,8
YDR331W,GPI8,gpi8-ts,TSA371,4,2,9
YDL065C,PEX19,,DMA655,4,2,10
YPL101W,ELP4,,DMA4843,4,2,11
YDR334W,SWR1,,DMA1071,4,2,12
YBR257W,POP4,pop4-5001,TSA1175,4,2,13
YJL091C,GWT1,gwt1-20,TSA655,4,2,14
YPL120W,VPS30,,DMA4850,4,2,15
YHR005C,GPA1,gpa1-ts,TSA791,4,2,16
YDL077C,VAM6,,DMA649,4,2,17
YER133W,GLC7,glc7-12,TSA185,4,2,18
YDL058W,USO1,uso1-1,TSA441,4,2,19
YDR454C,GUK1,guk1-5001,TSA1183,4,2,20
YIL147C,SLN1,sln1-ts4,TSA1001,4,2,21
YGR074W,SMD1,smd1-1,TSA748,4,2,22
YPL082C,MOT1,mot1-1033,TSA363,4,2,23
YMR271C,URA10,,DMA3865,4,2,24
YMR271C,URA10,,DMA3865,4,3,1
YIL143C,SSL2,ssl2-ts,TSA648,4,3,2
YFL039C,ACT1,act1-120,TSA74,4,3,3
YML023C,NSE5,nse5-ts1,TSA1004,4,3,4
YNL138W,SRV2,srv2-ts,TSA675,4,3,5
YDR276C,PMP3,,DMA1024,4,3,6
YNL158W,PGA1,pga1-5001,TSA1190,4,3,7
YJL005W,CYR1,cdc35-1,TSA354,4,3,8
YDR208W,MSS4,mss4-102,TSA903,4,3,9
YDR168W,CDC37,cdc37-1,TSA317,4,3,10
YDR299W,BFR2,bfr2-5001,TSA1218,4,3,11
YKL088W,CAB3,cab3-5012,TSA1206,4,3,12
YHR189W,PTH1,,DMA2229,4,3,13
YLR310C,CDC25,cdc25-1,TSA23,4,3,14
YOR204W,DED1,ded1-f144c,TSA932,4,3,15
YFL039C,ACT1,act1-129,TSA223,4,3,16
YKR008W,RSC4,rsc4-2,TSA498,4,3,17
YLR430W,SEN1,sen1-1,TSA1024,4,3,18
YNR011C,PRP2,prp2-1,TSA338,4,3,19
YBR195C,MSI1,,DMA340,4,3,20
YLR430W,SEN1,sen1-1,TSA1023,4,3,21
YGR156W,PTI1,pti1-ts1-supp1,TSA835,4,3,22
YPR135W,CTF4,,DMA5136,4,3,23
YMR271C,URA10,,DMA3865,4,3,24
YMR271C,URA10,,DMA3865,4,4,1
YOL094C,RFC4,rfc4-20,TSA171,4,4,2
YNL312W,RFA2,rfa2-5001,TSA1180,4,4,3
YDL164C,CDC9,cdc9-1-supp2,TSA33,4,4,4
YER147C,SCC4,scc4-4,TSA986,4,4,5
YLR116W,MSL5,msl5-5001,TSA1144,4,4,6
YFL045C,SEC53,sec53-6,TSA48,4,4,7
YDR489W,SLD5,sld5-5001,TSA1058,4,4,8
YDR325W,YCG1,ycg1-2,TSA578,4,4,9
YML126C,ERG13,erg13-5001,TSA1104,4,4,10
YGR274C,TAF1,taf1-2,TSA525,4,4,11
YEL032W,MCM3,mcm3-1,TSA112,4,4,12
YNL147W,LSM7,,DMA5339,4,4,13
YOR070C,GYP1,,DMA4499,4,4,14
YOR272W,YTM1,ytm1-1,TSA734,4,4,15
YBR160W,CDC28,cdc28-td,TSA62,4,4,16
YBR123C,TFC1,tfc1-e447k,TSA568,4,4,17
YKL104C,GFA1,gfa1-97,TSA989,4,4,18
YMR168C,CEP3,cep3-1,TSA294,4,4,19
YJR076C,CDC11,cdc11-3,TSA83,4,4,20
YKL176C,LST4,,DMA2888,4,4,21
YDR062W,LCB2,lcb2-19,TSA587,4,4,22
YJR065C,ARP3,arp3-f306g-supp1,TSA299,4,4,23
YMR271C,URA10,,DMA3865,4,4,24
YMR271C,URA10,,DMA3865,4,5,1
YDR082W,STN1,stn1-13,TSA599,4,5,2
YDL097C,RPN6,rpn6-5001,TSA1146,4,5,3
YDL002C,NHP10,,DMA621,4,5,4
YIL115C,NUP159,nup159-1,TSA553,4,5,5
YBL007C,SLA1,,DMA91,4,5,6
YML069W,POB3,pob3-l78r,TSA846,4,5,7
YDL105W,NSE4,nse4-ts2,TSA1013,4,5,8
YBR060C,ORC2,orc2-2,TSA311,4,5,9
YHR067W,HTD2,,DMA2135,4,5,10
YGL116W,CDC20,cdc20-1,TSA898,4,5,11
YOR204W,DED1,ded1-95,TSA561,4,5,12
YLR060W,FRS1,frs1-5001,TSA1227,4,5,13
YJL019W,MPS3,mps3-1,TSA437,4,5,14
YKR020W,VPS51,,DMA2932,4,5,15
YHR107C,CDC12,cdc12-1,TSA30,4,5,16
YPL093W,NOG1,nog1-1,TSA329,4,5,17
YNL136W,EAF7,,DMA4040,4,5,18
YJR065C,ARP3,arp3-d11a,TSA341,4,5,19
YGR172C,YIP1,yip1-5001,TSA1125,4,5,20
YGL213C,SKI8,,DMA1731,4,5,21
YFL034C-B,MOB2,mob2-8,TSA616,4,5,22
YEL026W,SNU13,snu13-5001,TSA1087,4,5,23
YMR271C,URA10,,DMA3865,4,5,24
YMR271C,URA10,,DMA3865,4,6,1
YDR145W,TAF12,taf12-ts23,TSA518,4,6,2
YKL013C,ARC19,arc19-5001,TSA1269,4,6,3
YOR250C,CLP1,clp1-5001,TSA1186,4,6,4
YLR166C,SEC10,sec10-2,TSA63,4,6,5
YGR140W,CBF2,cbf2-42,TSA76,4,6,6
YFR027W,ECO1,eco1-1,TSA272,4,6,7
YLR268W,SEC22,sec22-1,TSA313,4,6,8
YGR098C,ESP1,esp1-1,TSA978,4,6,9
YMR298W,LIP1,lip1-5001,TSA1059,4,6,10
YDR378C,LSM6,,DMA1114,4,6,11
YDR339C,FCF1,fcf1-5001,TSA1188,4,6,12
YGR006W,PRP18,prp18-1202,TSA430,4,6,13
YDR086C,SSS1,sss1-5001,TSA1112,4,6,14
YHR191C,CTF8,ctf8-9,TSA323,4,6,15
YGL093W,SPC105,spc105-4,TSA824,4,6,16
YLR383W,SMC6,smc6-9,TSA747,4,6,17
YLR272C,YCS4,ycs4-1,TSA432,4,6,18
YNR026C,SEC12,sec12-1,TSA305,4,6,19
YGR120C,COG2,cog2-1,TSA187,4,6,20
YOR362C,PRE10,pre10-5001,TSA1249,4,6,21
YOR262W,GPN2,gpn2-5001,TSA1215,4,6,22
YLL011W,SOF1,sof1-5001,TSA1101,4,6,23
YMR271C,URA10,,DMA3865,4,6,24
YMR271C,URA10,,DMA3865,4,7,1
YLR115W,CFT2,cft2-5001,TSA1143,4,7,2
YBR160W,CDC28,cdc28-4,TSA150,4,7,3
YFR028C,CDC14,cdc14-1,TSA145,4,7,4
YBL084C,CDC27,cdc27-1,TSA89,4,7,5
YPR016C,TIF6,tif6-ts1,TSA1008,4,7,6
YDR416W,SYF1,syf1-5001,TSA1236,4,7,7
YJR042W,NUP85,nup85-5001,TSA1266,4,7,8
YNR010W,CSE2,,DMA4207,4,7,9
YDL030W,PRP9,prp9-ts,TSA361,4,7,10
YDL126C,CDC48,cdc48-4601,TSA851,4,7,11
YBR110W,ALG1,alg1-1,TSA177,4,7,12
YBR160W,CDC28,cdc28-1,TSA174,4,7,13
YOL021C,DIS3,dis3-1,TSA1030,4,7,14
YJL025W,RRN7,rrn7-5001,TSA1130,4,7,15
YBR236C,ABD1,abd1-5,TSA75,4,7,16
YDR049W,VMS1,,DMA844,4,7,17
YLR002C,NOC3,noc3-5001,TSA1164,4,7,18
YHR020W,,yhr020w-5001,TSA1221,4,7,19
YKL145W,RPT1,rpt1-1,TSA190,4,7,20
YCL016C,DCC1,,DMA473,4,7,21
YLR200W,YKE2,,DMA3275,4,7,22
YJL074C,SMC3,smc3-1,TSA259,4,7,23
YMR271C,URA10,,DMA3865,4,7,24
YMR271C,URA10,,DMA3865,4,8,1
YER022W,SRB4,srb4-2,TSA519,4,8,2
YIR010W,DSN1,dsn1-7,TSA435,4,8,3
YML098W,TAF13,taf13-2,TSA636,4,8,4
YDL007W,RPT2,rpt2-rf,TSA934,4,8,5
YMR308C,PSE1,pse1-34,TSA682,4,8,6
YNR035C,ARC35,arc35-5,TSA470,4,8,7
YPR103W,PRE2,pre2-127,TSA916,4,8,8
YCR093W,CDC39,cdc39-1,TSA93,4,8,9
YOR370C,MRS6,mrs6-2,TSA258,4,8,10
YDR088C,SLU7,slu7-ts1,TSA656,4,8,11
YDR052C,DBF4,dbf4-2,TSA162,4,8,12
YBR004C,GPI18,gpi18-5001,TSA1243,4,8,13
YAL001C,TFC3,tfc3-g349e,TSA508,4,8,14
YGL097W,SRM1,srm1-g282s,TSA261,4,8,15
YMR296C,LCB1,lcb1-2,TSA603,4,8,16
YLR115W,CFT2,cft2-1,TSA801,4,8,17
YDL190C,UFD2,,DMA786,4,8,18
YDL105W,NSE4,nse4-ts1,TSA991,4,8,19
YMR168C,CEP3,cep3-2,TSA845,4,8,20
YAL041W,CDC24,cdc24-11,TSA148,4,8,21
YGR006W,PRP18,prp18-ts,TSA434,4,8,22
YFL034C-B,MOB2,mob2-11,TSA609,4,8,23
YMR271C,URA10,,DMA3865,4,8,24
YMR271C,URA10,,DMA3865,4,9,1
YDR228C,PCF11,pcf11-ts2,TSA686,4,9,2
YER133W,GLC7,glc7-10,TSA184,4,9,3
YMR013C,SEC59,sec59-ts,TSA422,4,9,4
YIL022W,TIM44,tim44-8,TSA956,4,9,5
YOR174W,MED4,med4-54,TSA953,4,9,6
YBR060C,ORC2,orc2-1,TSA295,4,9,7
YDR062W,LCB2,lcb2-16,TSA585,4,9,8
YBL097W,BRN1,brn1-16,TSA511,4,9,9
YDR463W,STP1,,DMA1199,4,9,10
YML032C,RAD52,,DMA3531,4,9,11
YGR218W,CRM1,crm1-1,TSA460,4,9,12
YDR016C,DAD1,dad1-5005,TSA1077,4,9,13
YNL001W,DOM34,,DMA4193,4,9,14
YMR227C,TAF7,taf7-ts1,TSA638,4,9,15
YOL135C,MED7,med7-141,TSA740,4,9,16
YNL153C,GIM3,,DMA4055,4,9,17
YBL034C,STU1,stu1-6,TSA643,4,9,18
YGR075C,PRP38,prp38-1,TSA480,4,9,19
YAL041W,CDC24,cdc24-4,TSA149,4,9,20
YLR459W,GAB1,gab1-1,TSA200,4,9,21
YIL144W,NDC80,tid3-1,TSA246,4,9,22
YDR182W,CDC1,cdc1-4,TSA807,4,9,23
YMR271C,URA10,,DMA3865,4,9,24
YMR271C,URA10,,DMA3865,4,10,1
YNL247W,,ynl247w-5001,TSA1211,4,10,2
YPL252C,YAH1,yah1-ts,TSA428,4,10,3
YLR215C,CDC123,cdc123-4,TSA946,4,10,4
YOR046C,DBP5,dbp5-2,TSA944,4,10,5
YNL153C,GIM3,,DMA4055,4,10,6
YOL081W,IRA2,,DMA4362,4,10,7
YML114C,TAF8,taf8-7,TSA695,4,10,8
YFL039C,ACT1,act1-105,TSA909,4,10,9
YAL002W,VPS8,,DMA23,4,10,10
YDR315C,IPK1,,DMA1059,4,10,11
YGL163C,RAD54,,DMA1715,4,10,12
YLR089C,ALT1,,DMA3191,4,10,13
YLR222C,UTP13,utp13-5001,TSA1250,4,10,14
YDL097C,RPN6,rpn6-1,TSA1035,4,10,15
YJR076C,CDC11,cdc11-1,TSA356,4,10,16
YKL052C,ASK1,ask1-3,TSA1002,4,10,17
YCR077C,PAT1,,DMA599,4,10,18
YFR032C-A,RPL29,,DMA1563,4,10,19
YFL034C-B,MOB2,mob2-34,TSA611,4,10,20
YKR037C,SPC34,spc34-5,TSA839,4,10,21
YER083C,GET2,,DMA1389,4,10,22
YLL003W,SFI1,sfi1-7,TSA459,4,10,23
YMR271C,URA10,,DMA3865,4,10,24
YMR271C,URA10,,DMA3865,4,11,1
YGR253C,PUP2,pup2-5001,TSA1147,4,11,2
YML125C,PGA3,pga3-5001,TSA1210,4,11,3
YKR082W,NUP133,,DMA3009,4,11,4
YKR084C,HBS1,,DMA3008,4,11,5
YKL060C,FBA1,fba1-5009,TSA1265,4,11,6
YHR036W,BRL1,brl1-k405i,TSA1043,4,11,7
YHR088W,RPF1,rpf1-1,TSA1000,4,11,8
YPL228W,CET1,cet1-2,TSA419,4,11,9
YOR259C,RPT4,rpt4-150,TSA260,4,11,10
YNL102W,POL1,pol1-17,TSA345,4,11,11
YDL020C,RPN4,,DMA613,4,11,12
YBR156C,SLI15,sli15-3,TSA236,4,11,13
YER093C,TSC11,tsc11-5,TSA811,4,11,14
YNL061W,NOP2,nop2-5,TSA626,4,11,15
YDL015C,TSC13,tsc13-5001,TSA1113,4,11,16
YDL003W,MCD1,mcd1-5001,TSA1229,4,11,17
YPR190C,RPC82,rpc82-5001,TSA1238,4,11,18
YFR037C,RSC8,rsc8-ts21,TSA999,4,11,19
YML098W,TAF13,taf13-1,TSA797,4,11,20
YHR190W,ERG9,erg9-5001,TSA1128,4,11,21
YBR237W,PRP5,prp5-1,TSA117,4,11,22
YKL024C,URA6,ura6-5,TSA1032,4,11,23
YMR271C,URA10,,DMA3865,4,11,24
YMR271C,URA10,,DMA3865,4,12,1
YPR162C,ORC4,orc4-5001,TSA1247,4,12,2
YBR126C,TPS1,tps1-supp1,DMA298,4,12,3
YNL222W,SSU72,ssu72-2,TSA902,4,12,4
YHR107C,CDC12,cdc12-td,TSA50,4,12,5
YKL042W,SPC42,spc42-10,TSA451,4,12,6
YER155C,BEM2,,DMA1444,4,12,7
YMR117C,SPC24,spc24-10,TSA303,4,12,8
YNL261W,ORC5,orc5-70,TSA424,4,12,9
YGR245C,SDA1,sda1-2,TSA523,4,12,10
YPL266W,DIM1,dim1-2,TSA984,4,12,11
YLR384C,IKI3,,DMA3413,4,12,12
YOR335C,ALA1,ala1-1,TSA905,4,12,13
YGR125W,,,DMA1878,4,12,14
YPR161C,SGV1,sgv1-23,TSA1027,4,12,15
YMR272C,SCS7,,DMA3887,4,12,16
YPL233W,NSL1,nsl1-6,TSA452,4,12,17
YMR100W,MUB1,,DMA3688,4,12,18
YIL126W,STH1,sth1-3,TSA931,4,12,19
YMR236W,TAF9,taf9-ts2,TSA730,4,12,20
YDL145C,COP1,cop1-1,TSA704,4,12,21
YJL148W,RPA34,,DMA2540,4,12,22
YFR051C,RET2,ret2-1,TSA823,4,12,23
YMR271C,URA10,,DMA3865,4,12,24
YMR271C,URA10,,DMA3865,4,13,1
YDR288W,NSE3,nse3-5001,TSA1219,4,13,2
YJR065C,ARP3,arp3-g302y,TSA296,4,13,3
YMR117C,SPC24,spc24-9,TSA293,4,13,4
YLR186W,EMG1,emg1-1,TSA1056,4,13,5
YLR145W,RMP1,rmp1-ts,TSA796,4,13,6
YGR092W,DBF2,dbf2-2,TSA159,4,13,7
YGR101W,PCP1,,DMA1868,4,13,8
YPL076W,GPI2,gpi2-774,TSA463,4,13,9
YDR398W,UTP5,utp5-5001,TSA1242,4,13,10
YNL153C,GIM3,,DMA4055,4,13,11
YLR410W,VIP1,,DMA3437,4,13,12
YGL255W,ZRT1,,DMA1767,4,13,13
YKL021C,MAK11,mak11-2,TSA1046,4,13,14
YFR037C,RSC8,rsc8-ts16,TSA998,4,13,15
YCR042C,TAF2,taf2-1,TSA802,4,13,16
YDR311W,TFB1,tfb1-1,TSA701,4,13,17
YDR280W,RRP45,rrp45-5001,TSA1086,4,13,18
YBR135W,CKS1,cks1-38,TSA332,4,13,19
YKL045W,PRI2,pri2-1,TSA19,4,13,20
YPR178W,PRP4,prp4-ts,TSA819,4,13,21
YLL031C,GPI13,gpi13-3-supp1,TSA196,4,13,22
YLR005W,SSL1,ssl1-t242i,TSA752,4,13,23
YMR271C,URA10,,DMA3865,4,13,24
YMR271C,URA10,,DMA3865,4,14,1
BLANK,BLANK,,,4,14,2
YOR257W,CDC31,cdc31-1,TSA891,4,14,3
YOR260W,GCD1,gcd1-502,TSA850,4,14,4
YFR028C,CDC14,cdc14-2,TSA416,4,14,5
YKL022C,CDC16,cdc16-1,TSA883,4,14,6
YBR121C,GRS1,grs1-5001,TSA1071,4,14,7
YHR172W,SPC97,spc97-5001,TSA1256,4,14,8
YPR165W,RHO1,rho1-td,TSA15,4,14,9
YNL282W,POP3,pop3-5001,TSA1169,4,14,10
YKL048C,ELM1,,DMA2781,4,14,11
YPR016C,TIF6,tif6-5001,TSA1272,4,14,12
YLL050C,COF1,cof1-8,TSA248,4,14,13
YDR052C,DBF4,dbf4-3,TSA163,4,14,14
YMR290C,HAS1,has1-5001,TSA1161,4,14,15
YAL041W,CDC24,cdc24-5,TSA304,4,14,16
YEL055C,POL5,pol5-3,TSA596,4,14,17
YJL173C,RFA3,rfa3-313,TSA653,4,14,18
YCL059C,KRR1,krr1-17,TSA325,4,14,19
YFL029C,CAK1,cak1-23,TSA650,4,14,20
YJL194W,CDC6,cdc6-1,TSA32,4,14,21
YBR200W,BEM1,,DMA360,4,14,22
YKL095W,YJU2,yju2-5001,TSA1222,4,14,23
YMR271C,URA10,,DMA3865,4,14,24
YMR271C,URA10,,DMA3865,4,15,1
YDR052C,DBF4,dbf4-1,TSA161,4,15,2
YMR240C,CUS1,cus1-3,TSA639,4,15,3
YMR205C,PFK2,pfk2-supp1,DMA3795,4,15,4
YLL003W,SFI1,sfi1-3,TSA475,4,15,5
YLR393W,ATP10,,DMA3426,4,15,6
YPR161C,SGV1,sgv1-35,TSA1029,4,15,7
YER148W,SPT15,spt15-p65s,TSA476,4,15,8
YKL018W,SWD2,swd2-1,TSA893,4,15,9
YJL097W,PHS1,phs1-5001,TSA1207,4,15,10
YHR166C,CDC23,cdc23-1,TSA86,4,15,11
YNL006W,LST8,lst8-6,TSA466,4,15,12
YPL085W,SEC16,sec16-2,TSA119,4,15,13
YDR473C,PRP3,prp3-1,TSA58,4,15,14
YAL041W,CDC24,cdc24-h,TSA42,4,15,15
YBR109C,CMD1,cmd1-3,TSA155,4,15,16
YJL085W,EXO70,exo70-29/37,TSA856,4,15,17
YNL071W,LAT1,,DMA3994,4,15,18
YGR002C,SWC4,swc4-4,TSA895,4,15,19
YNR003C,RPC34,rpc34-1,TSA640,4,15,20
YLR127C,APC2,apc2-8,TSA262,4,15,21
YDR168W,CDC37,cdc37-ts,TSA315,4,15,22
YBR236C,ABD1,abd1-8,TSA357,4,15,23
YMR271C,URA10,,DMA3865,4,15,24
YMR271C,URA10,,DMA3865,4,16,1
YMR271C,URA10,,DMA3865,4,16,2
YMR271C,URA10,,DMA3865,4,16,3
YMR271C,URA10,,DMA3865,4,16,4
YMR271C,URA10,,DMA3865,4,16,5
YMR271C,URA10,,DMA3865,4,16,6
YMR271C,URA10,,DMA3865,4,16,7
YMR271C,URA10,,DMA3865,4,16,8
YMR271C,URA10,,DMA3865,4,16,9
YMR271C,URA10,,DMA3865,4,16,10
YMR271C,URA10,,DMA3865,4,16,11
YMR271C,URA10,,DMA3865,4,16,12
YMR271C,URA10,,DMA3865,4,16,13
YMR271C,URA10,,DMA3865,4,16,14
YMR271C,URA10,,DMA3865,4,16,15
YMR271C,URA10,,DMA3865,4,16,16
YMR271C,URA10,,DMA3865,4,16,17
YMR271C,URA10,,DMA3865,4,16,18
YMR271C,URA10,,DMA3865,4,16,19
YMR271C,URA10,,DMA3865,4,16,20
YMR271C,URA10,,DMA3865,4,16,21
YMR271C,URA10,,DMA3865,4,16,22
YMR271C,URA10,,DMA3865,4,16,23
YMR271C,URA10,,DMA3865,4,16,24
