ORF,Name,Allele,Strain ID,Cluster_normal-6
YNL006W,LST8,lst8-15,TSA467-37C,0.55
YLL031C,GPI13,gpi13-3-supp1,TSA196-37C,0.48717948717948717
YHR184W,SSP1,,dma2231,0.47674418604651164
YDL019C,OSH2,,dma614,0.4594594594594595
YLL029W,FRA1,,dma3059,0.45454545454545453
YNL180C,RHO5,,dma5199,0.4528301886792453
YDL070W,BDF2,,dma653,0.43902439024390244
YKR087C,OMA1,,dma3007,0.42857142857142855
YBR078W,ECM33,,dma5187,0.42592592592592593
YCR102C,,,dma603,0.42
YLL039C,UBI4,,dma3056,0.41818181818181815
YIL041W,GVP36,,dma2274,0.41818181818181815
YMR200W,ROT1,rot1-5001,TSA1103-37C,0.41818181818181815
YLL041C,SDH2,,dma3054,0.4166666666666667
YDL010W,GRX6,,dma619,0.4142857142857143
YLR459W,GAB1,gab1-2,TSA201-37C,0.41379310344827586
YDL036C,PUS9,,dma627,0.40816326530612246
YPL076W,GPI2,gpi2-774,TSA463-37C,0.40789473684210525
YDR532C,KRE28,,dma1246,0.4074074074074074
YOR312C,RPL20B,,dma4693,0.40476190476190477
YJL177W,RPL17B,,dma5188,0.4028776978417266
YCR090C,,,dma611,0.3961038961038961
YIL002C,INP51,,dma2236,0.3939393939393939
YGR276C,RNH70,,dma5301,0.39106145251396646
YDL026W,,,dma632,0.38961038961038963
YIL111W,COX5B,,dma5312,0.3867924528301887
YJL174W,KRE9,kre9-5001,TSA1267-37C,0.38461538461538464
YCR085W,,,dma594,0.38388625592417064
YIL006W,YIA6,,dma2234,0.38235294117647056
YNL038W,GPI15,gpi15-5001,TSA1157-37C,0.3770491803278688
YKR050W,TRK2,,dma2987,0.37681159420289856
YLL014W,EMC6,,dma3048,0.375
YDL037C,BSC1,,dma626,0.37333333333333335
YIL039W,TED1,,dma2276,0.37
YDL061C,RPS29B,,dma657,0.36904761904761907
YHR209W,CRG1,,dma2239,0.3684210526315789
YDL040C,NAT1,,dma646,0.36633663366336633
YCR076C,FUB1,,dma577,0.362962962962963
YDL052C,SLC1,,dma640,0.36134453781512604
YDL020C,RPN4,,dma613,0.3609467455621302
YCR071C,IMG2,,dma581,0.36
YGL221C,NIF3,,dma1747,0.358974358974359
YCR082W,AHC2,,dma596,0.35789473684210527
YLL032C,,,dma3058,0.3557692307692308
YLR249W,YEF3,yef3-f650s,TSA584-37C,0.3548387096774194
YIL030C,SSM4,,dma2260,0.3548387096774194
YDL066W,IDP1,,dma654,0.3511450381679389
YKR059W,TIF1,,dma2978,0.35074626865671643
YGL208W,SIP2,,dma1736,0.34831460674157305
YIL001W,,,dma2237,0.34615384615384615
YCR087C-A,,,dma592,0.3439153439153439
YCR063W,BUD31,,dma586,0.34234234234234234
YKR058W,GLG1,,dma2979,0.34234234234234234
YHR204W,MNL1,,dma2242,0.34234234234234234
YCR088W,ABP1,,dma590,0.3387096774193548
YDL012C,,,dma617,0.3384615384615385
YIL045W,PIG2,,dma2270,0.33783783783783783
YIL016W,SNL1,,dma2246,0.3333333333333333
YIL047C,SYG1,,dma2292,0.3333333333333333
YDL034W,,,dma629,0.3310810810810811
YDL023C,,,dma635,0.33070866141732286
YDL062W,,,dma656,0.33070866141732286
YKR069W,MET1,,dma2994,0.33064516129032256
YDL071C,,,dma652,0.33043478260869563
YCR065W,HCM1,,dma585,0.33043478260869563
YCR099C,,,dma606,0.32903225806451614
YGL261C,PAU11,,dma1784,0.32857142857142857
YDL059C,RAD59,,dma658,0.32748538011695905
YCR068W,ATG15,,dma583,0.3263888888888889
YIL054W,,,dma2287,0.3246753246753247
YIL032C,,,dma2259,0.32432432432432434
YLL015W,BPT1,,dma3047,0.3225806451612903
YCR091W,KIN82,,dma610,0.32160804020100503
YCR095C,OCA4,,dma608,0.32142857142857145
YDL048C,STP4,,dma642,0.3202247191011236
YCR101C,,,dma604,0.31794871794871793
YIL053W,GPP1,,dma2288,0.31746031746031744
YDL027C,MRX9,,dma631,0.3141025641025641
YIL015W,BAR1,,dma2247,0.3125
YGL235W,,,dma1758,0.3125
YER151C,UBP3,,dma1447,0.3111111111111111
YDL024C,DIA3,,dma634,0.3105263157894737
YIL059C,,,dma2282,0.30973451327433627
YDL050C,,,dma643,0.3096774193548387
YDL002C,NHP10,,dma621,0.30833333333333335
YLL028W,TPO1,,dma3060,0.30833333333333335
YCR083W,TRX3,,dma595,0.30666666666666664
YLL016W,SDC25,,dma3046,0.30597014925373134
YHR171W,ATG7,,dma2215,0.3
YHR181W,SVP26,,dma2210,0.3
YDL065C,PEX19,,dma655,0.29896907216494845
YJR076C,CDC11,cdc11-3,TSA83-37C,0.296
YCR069W,CPR4,,dma582,0.2953020134228188
YIL025C,,,dma2264,0.29523809523809524
YKR053C,YSR3,,dma2984,0.29411764705882354
YGL263W,COS12,,dma1782,0.2929936305732484
YCR073C,SSK22,,dma580,0.2913907284768212
YOR204W,DED1,ded1-f144c,TSA932-37C,0.29012345679012347
YGL222C,EDC1,,dma1746,0.2900763358778626
YLL020C,,,dma3043,0.2894736842105263
YJR076C,CDC11,cdc11-5,TSA84-37C,0.2857142857142857
YCR105W,ADH7,,dma601,0.2847682119205298
YKR061W,KTR2,,dma2999,0.28448275862068967
YER155C,BEM2,,DMA1444-37C,0.28205128205128205
YKR056W,TRM2,,dma2981,0.2803738317757009
YCR106W,RDS1,,dma623,0.28
YCR089W,FIG2,,dma589,0.27976190476190477
YCR087W,,,dma591,0.2785714285714286
YDL051W,LHP1,,dma641,0.2777777777777778
YIL037C,PRM2,,dma2278,0.27692307692307694
YLL009C,COX17,,dma3029,0.27631578947368424
YGL063W,PUS2,,dma5195,0.27586206896551724
YIL017C,VID28,,dma2268,0.27522935779816515
YHR195W,NVJ1,,dma2225,0.27419354838709675
