"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
249861353,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,638,885,"G1 phase"
249861825,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,639,429,"S/G2 phase"
249862185,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,640,24,"G1 phase"
249927194,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,28,"MA-single"
249927246,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,82,"G1 phase"
249927272,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,108,"S/G2 phase"
249927289,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,125,"S/G2 phase"
249927302,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,138,"G1 phase"
249927344,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,182,"S/G2 phase"
249927377,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,215,"S/G2 phase"
249927385,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,223,"S/G2 phase"
249927427,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,265,"T phase"
249927431,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,269,"T phase"
249927447,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,285,"MA-single"
249927469,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,308,"G1 phase"
249927486,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,325,"S/G2 phase"
249927488,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,327,"S/G2 phase"
249927568,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,408,"S/G2 phase"
249927576,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,417,"S/G2 phase"
249927597,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,439,"S/G2 phase"
249927641,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,31,"T phase"
249927646,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,36,"MA-single"
249927654,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,44,"S/G2 phase"
249927658,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,48,"T phase"
249927679,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,69,"S/G2 phase"
