ORF,Name,Allele,Strain ID,Cluster_normal-10
YNL234W,,,dma4115,0.5334685598377282
YPR093C,ASR1,,dma5078,0.511543134872418
YOR311C,DGK1,,dma4694,0.4748603351955307
YPR179C,HDA3,,dma5157,0.46046128500823724
YBL105C,PKC1,pkc1-4,tsa539-37C,0.3619631901840491
YPR195C,,,dma5171,0.34651162790697676
YOR070C,GYP1,,dma4499,0.32954545454545453
YPR062W,FCY1,,dma5075,0.3086734693877551
YBL105C,PKC1,pkc1-ts,tsa535-37C,0.28865979381443296
YKL210W,UBA1,uba1-1,tsa191-37C,0.28846153846153844
YBR070C,ALG14,alg14-5001,tsa1061-37C,0.28205128205128205
YBR109C,CMD1,cmd1-3,tsa155-37C,0.28205128205128205
YBL105C,PKC1,pkc1-2,tsa538-37C,0.2807017543859649
YDL028C,MPS1,mps1-3796,tsa167-37C,0.2692307692307692
YJL149W,DAS1,,dma2539,0.26436781609195403
YJL092W,SRS2,,dma5184,0.23773584905660378
YNR006W,VPS27,,dma4211,0.23376623376623376
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.2328767123287671
YCL052C,PBN1,pbn1-5001,tsa1069-37C,0.22916666666666666
YML009C-A,,,dma3525,0.22727272727272727
YJL029C,VPS53,vps53-supp1,dma5323,0.2222222222222222
YMR298W,LIP1,lip1-5001,tsa1059-37C,0.2222222222222222
YOR271C,FSF1,,dma4657,0.218436873747495
YFL034C-B,MOB2,mob2-40,tsa612-37C,0.21818181818181817
YNL322C,KRE1,,dma4185,0.211864406779661
YNR069C,BSC5,,dma4280,0.21153846153846154
YBL105C,PKC1,pkc1-1,tsa537-37C,0.21052631578947367
YAL024C,LTE1,lte1-supp1,dma5246,0.20945945945945946
YCR008W,SAT4,,dma533,0.20512820512820512
YOR289W,,,dma4690,0.20496894409937888
YPR050C,,,dma5062,0.20388349514563106
YJL115W,ASF1,,dma2518,0.2037037037037037
YDR497C,ITR1,,dma1223,0.2033898305084746
YPR077C,,,dma5085,0.1953125
YML050W,AIM32,,dma5361,0.1951219512195122
YDR437W,GPI19,gpi19-2xh,tsa1012-37C,0.19101123595505617
YNL171C,,ynl171c-supp1,dma4064,0.18681318681318682
YJR118C,ILM1,,dma2723,0.18018018018018017
YAR019C,CDC15,cdc15-1,tsa821-37C,0.17486338797814208
YJL117W,PHO86,,dma5181,0.17486338797814208
YFL039C,ACT1,act1-125,tsa140-37C,0.1746031746031746
YIL084C,SDS3,,dma2337,0.17346938775510204
YGL194C,HOS2,,dma1723,0.16901408450704225
YML010W,SPT5,spt5-194,tsa833-37C,0.16091954022988506
YDR052C,DBF4,dbf4-ts,tsa95-37C,0.1590909090909091
YIR011C,STS1,sts1-5001,tsa1105-37C,0.15841584158415842
YKR037C,SPC34,spc34-7,tsa857-37C,0.15625
YIL143C,SSL2,ssl2-ts,tsa648-37C,0.15492957746478872
YDL105W,NSE4,nse4-ts2,tsa1013-37C,0.15463917525773196
YDR290W,,,dma5265,0.15217391304347827
YLR268W,SEC22,sec22-1,tsa313-37C,0.14960629921259844
YMR221C,,,dma3809,0.14883720930232558
YPL161C,BEM4,,dma4906,0.14864864864864866
YMR263W,SAP30,,dma3870,0.14743589743589744
YIL062C,ARC15,arc15-10,tsa888-37C,0.14666666666666667
YBL084C,CDC27,cdc27-1,tsa89-37C,0.14545454545454545
YDL126C,CDC48,cdc48-4601,tsa851-37C,0.14545454545454545
YBR109C,CMD1,cmd1-8,tsa157-37C,0.14150943396226415
YGL130W,CEG1,ceg1-3,tsa94-37C,0.14102564102564102
YNR035C,ARC35,arc35-6,tsa471-37C,0.13815789473684212
YDR052C,DBF4,dbf4-2,tsa162-37C,0.136986301369863
YGL046W,,,dma1629,0.1368421052631579
YDL162C,,,dma741,0.13636363636363635
YPR025C,CCL1,ccl1-ts4,tsa77-37C,0.13636363636363635
YNR041C,COQ2,,dma5177,0.13636363636363635
YDL074C,BRE1,,dma651,0.13414634146341464
YML023C,NSE5,nse5-ts4,tsa1007-37C,0.13333333333333333
YDL003W,MCD1,mcd1-73,tsa70-37C,0.13186813186813187
YEL060C,PRB1,,dma1303,0.13089005235602094
YOR057W,SGT1,sgt1-3,tsa830-37C,0.13043478260869565
YJL194W,CDC6,cdc6-1,tsa32-37C,0.12962962962962962
YDL008W,APC11,apc11-13,tsa783-37C,0.12941176470588237
YGR179C,OKP1,okp1-5,tsa227-37C,0.12941176470588237
YGL112C,TAF6,taf6-ts,tsa608-37C,0.12903225806451613
YKR068C,BET3,bet3-5001,tsa1090-37C,0.12886597938144329
YFR004W,RPN11,rpn11-14,tsa534-37C,0.12878787878787878
YPL101W,ELP4,,dma4843,0.12790697674418605
YKR086W,PRP16,prp16-ts,tsa644-37C,0.12643678160919541
YDL147W,RPN5,rpn5-1,tsa1036-37C,0.12380952380952381
YDL098C,SNU23,snu23-5001,tsa1079-37C,0.12290502793296089
YGR140W,CBF2,cbf2-1,tsa133-37C,0.12222222222222222
YFR052W,RPN12,rpn12-1,tsa405-37C,0.12195121951219512
YPR109W,,,dma5108,0.12121212121212122
YPR168W,NUT2,nut2-ts,tsa818-37C,0.12025316455696203
YJR076C,CDC11,cdc11-1,tsa356-37C,0.12
YBR007C,DSF2,,dma190,0.11956521739130435
YHR058C,MED6,med6-ts,tsa1017-37C,0.11827956989247312
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.11764705882352941
YPL262W,FUM1,,dma5014,0.11711711711711711
YBR198C,TAF5,taf5-15,tsa512-37C,0.11627906976744186
YFL008W,SMC1,smc1-259,tsa68-37C,0.11578947368421053
YDL058W,USO1,uso1-1,tsa441-37C,0.11512415349887133
YJR053W,BFA1,,dma2650,0.11206896551724138
YHR036W,BRL1,brl1-k405i,tsa1043-37C,0.1111111111111111
YFR051C,RET2,ret2-1,tsa823-37C,0.11042944785276074
YGR054W,,,dma1846,0.11016949152542373
YPR164W,MMS1,,dma5141,0.11009174311926606
YKL112W,ABF1,abf1-101,tsa837-37C,0.11
YNR035C,ARC35,arc35-5,tsa470-37C,0.10982658959537572
YPR198W,SGE1,,dma5168,0.10810810810810811
YPR161C,SGV1,sgv1-35,tsa1029-37C,0.10810810810810811
YGL092W,NUP145,nup145-r4,tsa977-37C,0.10784313725490197
YKL024C,URA6,ura6-6,tsa1034-37C,0.10778443113772455
YMR213W,CEF1,cef1-13,tsa702-37C,0.10743801652892562
YDR515W,SLF1,,dma5258,0.10714285714285714
YPR188C,MLC2,,dma5154,0.10679611650485436
YHR036W,BRL1,brl1-2221,tsa1038-37C,0.10655737704918032
YPR185W,ATG13,,dma5155,0.10526315789473684
YPR119W,CLB2,,dma5103,0.10526315789473684
YNL097C,PHO23,,dma4020,0.10457516339869281
YOR020C,HSP10,hsp10-ts,tsa681-37C,0.10434782608695652
YKL087C,CYT2,,dma5201,0.10416666666666667
YDR180W,SCC2,scc2-4,tsa66-37C,0.10377358490566038
YNL323W,LEM3,,dma4184,0.10256410256410256
YER008C,SEC3,sec3-2,tsa43-37C,0.10227272727272728
YGR009C,SEC9,sec9-4,tsa57-37C,0.10126582278481013
YIR012W,SQT1,sqt1-201,tsa617-37C,0.10101010101010101
YKL042W,SPC42,spc42-11,tsa449-37C,0.1005586592178771
YKR037C,SPC34,spc34-5,tsa839-37C,0.1
YPR184W,GDB1,,dma5156,0.1
YJL085W,EXO70,exo70-29/37,tsa856-37C,0.1
